,Sport,Date,Competition,Description
293,Basketball,21-Dec 23:00,NCAA,Morgan St Bears @ San Francisco Dons
294,Basketball,21-Dec 23:05,US NBA,Toronto Raptors @ Brooklyn Nets
295,Basketball,21-Dec 23:05,US NBA,Miami Heat @ New York Knicks
296,Basketball,21-Dec 23:30,Argentina LNB,Penarol (MdP) v Independiente de Oliva
297,Basketball,22-Dec 00:00,NCAA,Idaho Vandals @ Cal Poly Slo Mustangs
298,Basketball,22-Dec 00:00,NCAA,Cal Irvine Anteaters @ North Dakota State Bison
299,Basketball,22-Dec 00:00,Argentina LNB,Instituto (C) v Racing Chivilcoy
300,Basketball,22-Dec 00:00,Argentina LNB,CA Union Santa Fe v Argentino de Junin
301,Basketball,22-Dec 00:00,NCAA,Nicholls State Colonels @ Pacific Tigers
302,Basketball,22-Dec 00:05,US NBA,San Antonio Spurs @ Washington Wizards
303,Basketball,22-Dec 00:05,US NBA,Milwaukee Bucks @ Minnesota Timberwolves
304,Basketball,22-Dec 00:30,Argentina LNB,Quimsa v Platense
305,Basketball,22-Dec 01:00,NCAA,North Dakota Fighting Hawks @ Nebraska Cornhuskers
306,Basketball,22-Dec 02:00,NCAA,Norfolk State Spartans @ UTEP Miners
307,Basketball,22-Dec 03:05,US NBA,Houston Rockets @ Sacramento Kings
308,Basketball,22-Dec 08:35,Australia NBL,Brisbane Bullets v New Zealand Breakers
309,Basketball,22-Dec 10:00,South Korea KBL,Anyang KGC v Samsung Thunders
310,Basketball,22-Dec 10:00,Korea WKBL,Busan BNK Sum Women v KB Stars Women
311,Basketball,22-Dec 10:05,Japan B2 League,Yokohama Excellence v Yamagata Wyverns
312,Basketball,22-Dec 10:05,Japan B2 League,Yokohama Excellence v Yamagata Wyverns
313,Basketball,22-Dec 11:35,China CBA,Sichuan Blue Whales v Beijing Ducks
314,Basketball,22-Dec 11:35,China CBA,Shandong Heroes v Shenzhen Leopards
315,Basketball,22-Dec 11:35,China CBA,Jilin v Ningbo Rockets
316,Basketball,22-Dec 11:35,China CBA,Liaoning Flying Leopards v Beijing Royal Fighters
317,Basketball,22-Dec 13:30,Turkey TKBL (W),Emlak Konut Gelisim Women v Samsun Zorlu Koleji Women
318,Basketball,22-Dec 14:00,Turkey TBL,Final Spor Genclik v Ankara DSI
319,Basketball,22-Dec 14:00,Turkey TBL,Sigortam.net v Royal Hali Gaziantep
320,Basketball,22-Dec 15:00,Turkey TKBL (W),Mersin Genclerbirligi SK Women v Bodrum Women
321,Basketball,22-Dec 16:00,Turkey Super Ligi,Esenler Erokspor v Demir Insaat Buyukcekmece
322,Basketball,22-Dec 16:00,Adriatic League,Krka v Partizan Belgrade
323,Basketball,22-Dec 16:00,NCAA,New Haven Chargers @ Fordham Rams
324,Basketball,22-Dec 16:00,Qatar Basketball League,Al Shamal v Al Arabi
325,Basketball,22-Dec 16:30,Slovenia Liga Telemach,Hopsi Polzela v KK Rogaska
326,Basketball,22-Dec 16:40,Israel Ligat Haal,Elitzur Kiryat Ata v Hapoel Gilboa Galil Elyon
327,Basketball,22-Dec 17:00,Poland PBL,Legia Warszawa v MOSiR Krosno
328,Basketball,22-Dec 17:00,Poland PBL,King Wilki Morskie Szczecin v MKS Start SA Lublin
329,Basketball,22-Dec 17:00,Poland PBL,Twarde Pierniki Torun v MKS Dabrowa Gornicza
330,Basketball,22-Dec 17:00,Turkey TB2L,Turk Telekom Ankara 2 v Etimesgut
331,Basketball,22-Dec 17:00,Poland PBL,BM Slam Stal Ostrow Wielkopolski v GTK Gliwice
332,Basketball,22-Dec 17:00,NCAA,Miami Hamilton Harriers @ Ohio Bobcats
333,Basketball,22-Dec 17:00,Poland PBL,Asseco Prokom Gdynia v Czarni Slupsk
334,Basketball,22-Dec 17:00,Serbia KLS,Tamis v KK Borac Zemun
335,Basketball,22-Dec 17:00,Poland PBL,Slask Wroclaw v Dziki Warshawa
336,Basketball,22-Dec 17:00,Croatia A1 Liga,Zadar v Cibona
337,Basketball,22-Dec 17:00,Adriatic League,FMP v Igokea
338,Basketball,22-Dec 17:00,Adriatic League,U BT Cluj Napoca v Split CO
339,Basketball,22-Dec 17:00,Adriatic League,Split CO v U BT Cluj Napoca
340,Basketball,22-Dec 17:00,NCAA,Trinity Tigers @ Florida International Panthers
341,Basketball,22-Dec 17:00,Lithuania NKL,Rytas 2 v Ukmerges Stekas
342,Basketball,22-Dec 17:00,NCAA,St Mary's (MD) Seahawks @ George Washington Revolutionaries
343,Basketball,22-Dec 17:00,NCAA,St Mary's (MD) Seahawks @ George Washington Revolutionaries
344,Basketball,22-Dec 17:00,NCAA,Massachusetts-Boston Beacons @ Massachusetts Minutemen
345,Basketball,22-Dec 17:00,Turkey TB2L,Beylikduzu v Adana Sertas Spor
346,Basketball,22-Dec 17:00,Poland PBL,Legia Warszawa v MOSiR Krosno
347,Basketball,22-Dec 17:00,Serbia KLS,KK Zlatibor v Sloga
348,Basketball,22-Dec 17:00,Turkey TBL,Goztepe v Pizza Bulls
349,Basketball,22-Dec 17:00,Lithuania NKL,Rytas 2 v Ukmerges Stekas
350,Basketball,22-Dec 17:30,Adriatic League,U BT Cluj Napoca v Krka
351,Basketball,22-Dec 18:00,Poland PBL,Stelmet Zielona Gora v Anwil Wloclawek
352,Basketball,22-Dec 18:00,Serbia KLS,KK Metalac Valjevo v KK Dynamic
353,Basketball,22-Dec 18:00,NCAA,Defiance Yellow Jackets @ Western Michigan Broncos
354,Basketball,22-Dec 18:30,Germany Pro A,Paderborn Baskets v Baskets Koblenz
355,Basketball,22-Dec 19:00,NCAA,Sacred Heart Pioneers @ Towson Tigers
356,Basketball,22-Dec 19:00,Germany BBL,EnBW Ludwigsburg v SC Rasta Vechta
357,Basketball,22-Dec 19:00,NCAA,West Georgia Wolves @ Georgia Bulldogs
358,Basketball,22-Dec 19:00,NCAA,Siena Heights Saints @ Bowling Green Falcons
359,Basketball,22-Dec 19:00,NCAA,New Jersey IT Highlanders @ Butler Bulldogs
360,Basketball,22-Dec 19:00,Adriatic League,Buducnost VOLI v BC Zepter Vienna
361,Basketball,22-Dec 19:05,Israel Ligat Haal,Ironi Ramat Gan v Hapoel Galil Elion
362,Basketball,22-Dec 19:30,NCAA,Milligan Buffaloes @ Miami Ohio RedHawks
363,Basketball,22-Dec 19:30,Italy Lega 1 Basket,Virtus Bologna v Germani Basket Brescia
364,Basketball,22-Dec 20:00,NCAA,Denver Pioneers @ Tulsa Golden Hurricanes
365,Basketball,22-Dec 20:00,NCAA,Northwest University Eagles @ Montana State Bobcats
366,Basketball,22-Dec 20:00,NCAA,East-West U @ Eastern Illinois Panthers
367,Basketball,22-Dec 20:00,NCAA,Seattle Redhawks @ UTSA Roadrunners
368,Basketball,22-Dec 21:00,NCAA,South Carolina State Bulldogs @ South Carolina Gamecocks
369,Basketball,22-Dec 21:00,NCAA,Whittier Poets @ San Diego State Aztecs
370,Basketball,22-Dec 21:00,NCAA,Lincoln University (CA) Lions @ Weber State Wildcats
371,Basketball,22-Dec 21:00,NCAA,Greensboro Pride @ Elon Phoenix
372,Basketball,22-Dec 21:30,NCAA,SIU Edwardsville Cougars @ Western Illinois Leathernecks
373,Basketball,22-Dec 22:00,NCAA,Abilene Christian Wildcats @ Texas Southern Tigers
374,Basketball,22-Dec 22:00,NCAA,Abilene Christian Wildcats @ Texas Southern Tigers
375,Basketball,22-Dec 22:00,NCAA,Portland Pilots @ UC Santa Barbara Gauchos
376,Basketball,22-Dec 22:30,Brazil NBB,Paschoalotto/Bauru v Rio Claro
377,Basketball,22-Dec 23:00,NCAA,American University Eagles @ Virginia Cavaliers
378,Basketball,22-Dec 23:00,NCAA,Siena Saints @ Indiana Hoosiers
379,Basketball,22-Dec 23:15,Uruguay Liga Capital,Aguada v Defensor Sporting
380,Basketball,22-Dec 23:30,Chile LNB,Colegio Los Leones de Quilpue v Deportivo Valdivia
381,Basketball,22-Dec 23:30,NCAA,Penn State Behrend Lions @ Buffalo Bulls
382,Basketball,22-Dec 23:30,NCAA,Coppin State Eagles @ Georgetown Hoyas
383,Basketball,23-Dec 00:00,NCAA,Prairie View A&M Panthers @ LSU Tigers
384,Basketball,23-Dec 00:00,NCAA,Eastern Michigan Eagles @ Wright State Raiders
385,Basketball,23-Dec 00:00,NCAA,Princeton Tigers @ Temple Owls
386,Basketball,23-Dec 00:00,NCAA,City College of New York @ Fairfield Stags
387,Basketball,23-Dec 00:00,NCAA,Bryant University Bulldogs @ High Point Panthers
388,Basketball,23-Dec 00:00,NCAA,Jacksonville Dolphins @ Florida State Seminoles
389,Basketball,23-Dec 00:00,NCAA,Coastal Carolina Chanticleers @ Saint Josephs Hawks
390,Basketball,23-Dec 00:00,NCAA,Mississippi Valley State Delta Devils @ West Virginia Mountaineers
391,Basketball,23-Dec 00:00,NCAA,Stonehill Skyhawks @ Syracuse Orange
392,Basketball,23-Dec 00:00,NCAA,Canisius Griffins @ Duquesne Dukes
393,Basketball,23-Dec 00:00,NCAA,Northeastern Huskies @ Rhode Island Rams
394,Basketball,23-Dec 00:00,NCAA,Rider Broncs @ VCU Rams
395,Basketball,23-Dec 00:00,NCAA,Fairleigh Dickinson Knights @ Boston College Eagles
396,Basketball,23-Dec 00:05,US NBA,Charlotte Hornets @ Cleveland Cavaliers
397,Basketball,23-Dec 00:30,NCAA,Dallas Christian Crusaders @ Louisiana Tech Bulldogs
398,Basketball,23-Dec 00:35,US NBA,Indiana Pacers @ Boston Celtics
399,Basketball,23-Dec 01:00,NCAA,Texas Arlington Mavericks @ Oral Roberts Golden Eagles
400,Basketball,23-Dec 01:00,NCAA,Science & Arts (OK) Drovers @ North Texas Mean Green
401,Basketball,23-Dec 01:00,NCAA,East Carolina Pirates @ North Carolina Tar Heels
402,Basketball,23-Dec 01:00,NCAA,Alabama St Hornets @ Memphis Tigers
403,Basketball,23-Dec 01:00,NCAA,Central Michigan Chippewas @ Wisconsin Badgers
404,Basketball,23-Dec 01:00,NCAA,Williams Baptist College @ Arkansas Little Rock Trojans
405,Basketball,23-Dec 01:00,NCAA,Williams Baptist College @ Arkansas Little Rock Trojans
406,Basketball,23-Dec 01:00,NCAA,IU Indy Jaguars @ Grand Canyon Antelopes
407,Basketball,23-Dec 01:00,NCAA,Maryland Eastern Shore Hawks @ Texas Longhorns
408,Basketball,23-Dec 01:00,NCAA,Utah Tech Trailblazers @ Creighton Bluejays
409,Basketball,23-Dec 01:00,NCAA,Illinois Fighting Illini @ Missouri Tigers
410,Basketball,23-Dec 01:00,NCAA,Davidson Wildcats @ Kansas Jayhawks
411,Basketball,23-Dec 01:05,US NBA,Dallas Mavericks @ New Orleans Pelicans
412,Basketball,23-Dec 02:00,NCAA,Stetson Hatters @ Oklahoma Sooners
413,Basketball,23-Dec 02:00,NCAA,Eastern Washington Eagles @ BYU Cougars
414,Basketball,23-Dec 02:00,NCAA,Bethune Cookman Wildcats @ Arizona Wildcats
415,Basketball,23-Dec 02:05,US NBA,Utah Jazz @ Denver Nuggets
416,Basketball,23-Dec 02:35,US NBA,Memphis Grizzlies @ Oklahoma City Thunder
417,Basketball,23-Dec 03:00,NCAA,San Diego Toreros @ Washington Huskies
418,Basketball,23-Dec 03:00,NCAA,Sacramento St Hornets @ CS Northridge Matadors
419,Basketball,23-Dec 03:00,NCAA,Northern Iowa Panthers @ Saint Mary's Gaels
420,Basketball,23-Dec 03:05,US NBA,Detroit Pistons @ Portland Trail Blazers
421,Basketball,23-Dec 03:05,US NBA,Orlando Magic @ Golden State Warriors
422,Basketball,23-Dec 08:00,Australia WNBL,Townsville Fire Women v Sydney Uni Flames Women
423,Basketball,23-Dec 09:05,Australia NBL,Melbourne United v Tasmania JackJumpers
424,Basketball,23-Dec 10:00,South Korea KBL,Changwon LG Sakers v Daegu Kogas Pegasus
425,Basketball,23-Dec 10:00,Australia WNBL,Perth Lynx Women v Canberra Capitals Women
426,Basketball,23-Dec 11:00,Bulgaria NBL,Academic Bultex 99 v Minyor 2015
427,Basketball,23-Dec 11:35,China CBA,Nanjing Monkey Kings v Shanxi Loongs
428,Basketball,23-Dec 11:35,China CBA,Guangzhou Long-Lions v GuangDong Southern Tigers
429,Basketball,23-Dec 11:35,China CBA,Zhejiang Lions v Fujian Sturgeons
430,Basketball,23-Dec 11:35,China CBA,Tianjin Pioneers v Jiangsu Dragons
431,Basketball,23-Dec 11:35,China CBA,Shanghai Sharks v Zhejiang Golden Bulls
432,Basketball,23-Dec 15:00,Slovakia Extraliga,MBK Lucenec v Kosice Wolves
433,Basketball,23-Dec 15:30,France ProA LNB,SLUC Nancy v Nanterre
434,Basketball,23-Dec 15:40,France ProA LNB,Dijon v ESSM Le Portel
435,Basketball,23-Dec 15:50,France ProA LNB,Gravelines-Dunkerque v Elan Chalon
436,Basketball,23-Dec 15:50,France ProA LNB,Gravelines-Dunkerque v Elan Chalon
437,Basketball,23-Dec 16:00,France ProA LNB,Paris v Strasbourg
438,Basketball,23-Dec 16:00,Euroleague,BC Dubai v Olimpia Milano
439,Basketball,23-Dec 16:00,France ProA LNB,Asvel Villeurbanne v Boulazac Basket Dordogne
440,Basketball,23-Dec 16:00,France ProA LNB,Saint-Quentin v Bourg-en-Bresse
441,Basketball,23-Dec 16:00,Latvia - Estonian Basketball League,BC Kalev/Cramo v Valmiera Glass VIA
442,Basketball,23-Dec 16:00,Bulgaria NBL,BC Botev 2012 v Cherno More
443,Basketball,23-Dec 16:00,Hungary NB1-A,Falco KC-Szombathely v Alba Fehervar
444,Basketball,23-Dec 16:00,Lithuania King Mindaugas Cup,Nevezis v Klaipedos Neptunas
445,Basketball,23-Dec 16:10,France ProA LNB,Limoges CSP v Le Mans
446,Basketball,23-Dec 16:30,Poland PBL,Asseco Prokom Gdynia v Czarni Slupsk
447,Basketball,23-Dec 16:30,Bulgaria NBL,BC Shumen v BC Beroe
448,Basketball,23-Dec 17:00,Poland BLK (W),Gorzow Women v Bochnia Women
449,Basketball,23-Dec 17:00,Bulgaria NBL,Levski v Rilski Sportist
450,Basketball,23-Dec 17:00,NCAA,Wisconsin Green Bay Phoenix @ Campbell Fighting Camels
451,Basketball,23-Dec 17:00,NCAA,Binghamton Bearcats @ Army Black Knights
452,Basketball,23-Dec 17:00,Poland PBL,BM Slam Stal Ostrow Wielkopolski v GTK Gliwice
453,Basketball,23-Dec 17:15,Bulgaria NBL,Lokomotiv Plovdiv v Balkan Botevgrad
454,Basketball,23-Dec 17:45,Euroleague,Fenerbahce v FC Barcelona Regal
455,Basketball,23-Dec 18:00,Euroleague,Zalgiris Kaunas v Panathinaikos BC
456,Basketball,23-Dec 18:00,Germany Pro A,VfL Kirchheim Knights v Eisbaren Bremerhaven
457,Basketball,23-Dec 18:00,Italy A2 Gold,Gemini Mestre v Blu Basket Treviglio
458,Basketball,23-Dec 18:00,France ProA LNB,Cholet Basket v Monaco
459,Basketball,23-Dec 18:00,Lithuania King Mindaugas Cup,BC Siauliai v Rytas Vilnius
460,Basketball,23-Dec 18:00,NCAA,Bellarmine Knights @ Kentucky Wildcats
461,Basketball,23-Dec 18:00,Poland PBL,Twarde Pierniki Torun v MKS Dabrowa Gornicza
462,Basketball,23-Dec 18:00,EuroCup (M),BV Chemnitz 99 v Besiktas JK
463,Basketball,23-Dec 18:00,Poland PBL,Legia Warszawa v MOSiR Krosno
464,Basketball,23-Dec 18:00,Slovakia Extraliga,BK Levicki Patrioti v BC Prievidza
465,Basketball,23-Dec 18:30,Germany Pro A,PS Karlsruhe Lions v Koln Rhein Stars
466,Basketball,23-Dec 18:30,Germany Pro A,Bayer Giants Leverkusen v Nurnberg Falcons BC
467,Basketball,23-Dec 18:30,Germany Pro A,Bayer Giants Leverkusen v Nurnberg Falcons BC
468,Basketball,23-Dec 18:30,Euroleague,FC Bayern Munich Basketball v Hapoel Tel Aviv
469,Basketball,23-Dec 18:30,Germany Pro A,Crailsheim Merlins v Phoenix Hagen
470,Basketball,23-Dec 18:30,BNXT League,Landstede Basketbal Zwolle v Leiden
471,Basketball,23-Dec 18:30,Germany Pro A,Walter Tigers Tubingen v Artland Dragons
472,Basketball,23-Dec 18:30,Germany Pro A,VfL SparkassenStars Bochum v BBC Bayreuth
473,Basketball,23-Dec 19:00,NCAA,Grambling State Tigers @ Ohio State Buckeyes
474,Basketball,23-Dec 19:00,Germany Pro A,LTi Giessen 46ers v Gottingen
475,Basketball,23-Dec 19:00,BNXT League,BAL Weert v Den Helder Suns
476,Basketball,23-Dec 19:00,Euroleague,Valencia BC v Cazoo Baskonia Vitoria Gasteiz
477,Basketball,23-Dec 19:00,France ProB LNB,ASC Denain v Nantes Atlantique
478,Basketball,23-Dec 19:00,BNXT League,New Heroes Den Bosch v Gasterra Flames Groningen
479,Basketball,23-Dec 19:00,France ProB LNB,Caen Basket Calvados v Saint-Chamond
480,Basketball,23-Dec 19:00,France ProB LNB,UJAP Quimper 29 v Blois
481,Basketball,23-Dec 19:00,France ProB LNB,Stade Rochelais Basket v Hyeres-Toulon
482,Basketball,23-Dec 19:00,France ProB LNB,Evreux v Reims
483,Basketball,23-Dec 19:00,France ProB LNB,Chorale Roanne v Poitiers
484,Basketball,23-Dec 19:00,France ProB LNB,Rouen v Vichy-Clermont
485,Basketball,23-Dec 19:00,France ProB LNB,Aix Maurienne Savoie v Entente Orleanaise
486,Basketball,23-Dec 19:00,NCAA,Florida Atlantic Owls @ Central Florida Knights
487,Basketball,23-Dec 19:15,Poland PBL,Slask Wroclaw v Dziki Warshawa
488,Basketball,23-Dec 19:30,BNXT League,Kortrijk v Kangoeroes Basket Willebroek
489,Basketball,23-Dec 19:30,BNXT League,BC Oostende v Okapi Aalstar
490,Basketball,23-Dec 19:30,BNXT League,Brussels v Antwerp Giants
491,Basketball,23-Dec 19:30,BNXT League,Hubo Limburg United v Leeuwarden
492,Basketball,23-Dec 19:30,BNXT League,Spirou Charleroi v Dexia Mons-Hainaut
493,Basketball,23-Dec 19:30,BNXT League,Leuven Bears v Rotterdam City
494,Basketball,23-Dec 19:30,France ProB LNB,Gries-Souffel v Vendee Challans
495,Basketball,23-Dec 19:30,France ProB LNB,Antibes v Pau Lacq Orthez
496,Basketball,23-Dec 19:45,Euroleague,Asvel Villeurbanne v Anadolu Efes
497,Basketball,23-Dec 19:45,Euroleague,Paris v KK Crvena Zvezda Beograd
498,Basketball,23-Dec 19:45,Euroleague,Paris v KK Crvena Zvezda Beograd
499,Basketball,23-Dec 20:00,NCAA,Lindenwood Lions @ Missouri State Bears
500,Basketball,23-Dec 21:00,NCAA,Cal Riverside Highlanders @ UCLA Bruins
501,Basketball,23-Dec 22:00,Brazil NBB,Minas v Flamengo
502,Basketball,23-Dec 22:00,NCAA,Idaho Vandals @ Cal State Bakersfield Roadrunners
503,Basketball,23-Dec 22:30,Brazil NBB,Caxias do Sul v Basquete Cearen
504,Basketball,23-Dec 22:30,Brazil NBB,Franca Basquetebol Clube v Mogi das Cruzes
505,Basketball,23-Dec 22:30,Brazil NBB,Paulistano v Sport Clube Corinthians Paulista
506,Basketball,23-Dec 22:30,Brazil NBB,Uniao Corinthians v Unifacisa
507,Basketball,23-Dec 23:00,NCAA,Harvard Crimson @ St Johns Red Storm
508,Basketball,23-Dec 23:00,Brazil NBB,Pinheiros/SKY v Sao Jose
509,Basketball,23-Dec 23:00,Brazil NBB,Cruzeiro v Vasco da Gama RJ
510,Basketball,23-Dec 23:00,NCAA,Morgan St Bears @ Loyola Marymount Lions
511,Basketball,23-Dec 23:15,Brazil NBB,Brasilia v Pato Basquete
512,Basketball,24-Dec 00:00,NCAA,Villanova Wildcats @ Seton Hall Pirates
513,Basketball,24-Dec 00:00,NCAA,West Virginia Tech Golden Bears @ Marshall Thundering Herd
514,Basketball,24-Dec 00:05,US NBA,Brooklyn Nets @ Philadelphia 76ers
515,Basketball,24-Dec 00:05,US NBA,Washington Wizards @ Charlotte Hornets
516,Basketball,24-Dec 00:35,US NBA,Chicago Bulls @ Atlanta Hawks
517,Basketball,24-Dec 00:35,US NBA,Toronto Raptors @ Miami Heat
518,Basketball,24-Dec 00:35,US NBA,Milwaukee Bucks @ Indiana Pacers
519,Basketball,24-Dec 00:35,US NBA,New Orleans Pelicans @ Cleveland Cavaliers
520,Basketball,24-Dec 01:05,US NBA,Denver Nuggets @ Dallas Mavericks
521,Basketball,24-Dec 01:05,US NBA,New York Knicks @ Minnesota Timberwolves
522,Basketball,24-Dec 01:35,US NBA,Oklahoma City Thunder @ San Antonio Spurs
523,Basketball,24-Dec 02:05,US NBA,Los Angeles Lakers @ Phoenix Suns
524,Basketball,24-Dec 02:05,US NBA,Memphis Grizzlies @ Utah Jazz
525,Basketball,24-Dec 03:05,US NBA,Orlando Magic @ Portland Trail Blazers
526,Basketball,24-Dec 03:05,US NBA,Detroit Pistons @ Sacramento Kings
527,Basketball,24-Dec 03:35,US NBA,Houston Rockets @ Los Angeles Clippers
528,Basketball,24-Dec 04:05,US NBA,Los Angeles Clippers @ Houston Rockets
529,Basketball,24-Dec 04:05,US NBA,Los Angeles Clippers @ Houston Rockets
530,Basketball,24-Dec 06:35,Australia NBL,Adelaide 36ers v Cairns Taipans
531,Basketball,24-Dec 10:00,South Korea KBL,Busan KCC Egis v Samsung Thunders
532,Basketball,24-Dec 10:00,Korea WKBL,Woori Bank Wibee Women v Samsunglife Blueminx Women
533,Basketball,24-Dec 10:05,Japan B League,Tochigi Brex v Hitachi Sunrockers Tokyo
534,Basketball,24-Dec 10:05,Japan B League,SeaHorses Mikawa v Osaka Evessa
535,Basketball,24-Dec 10:05,Japan B League,Toyama Grouses v Sanen NeoPhoenix
536,Basketball,24-Dec 10:05,Japan B League,Alphas Otsuka Corporation v Sendai 89ers
537,Basketball,24-Dec 10:05,Japan B League,Shimane Susanoo Magic v Nagasaki Velca
538,Basketball,24-Dec 10:05,Japan B League,Ibaraki Robots v Altiri Chiba
539,Basketball,24-Dec 10:05,Japan B League,Kyoto Hannaryz v Gunma Crane Thunders
540,Basketball,24-Dec 10:05,Japan B League,Levanga Hokkaido v Akita Northern Happinets
541,Basketball,24-Dec 10:05,Japan B League,Yokohama B-Corsairs v Chiba Jets
542,Basketball,24-Dec 10:05,Japan B League,Fighting Eagles Nagoya v Alvark Tokyo
543,Basketball,24-Dec 10:05,Japan B League,Hiroshima Dragonflies v Shiga Lake Stars
544,Basketball,24-Dec 10:05,Japan B League,Nagoya Diamond Dolphins v Saga Ballooners
545,Basketball,24-Dec 10:35,Japan B League,Ryukyu Golden Kings v Brave Thunders Kanagawa
546,Basketball,24-Dec 11:00,Turkey KBSL Women,Orman Genclik Women v Galatasaray Women
547,Basketball,24-Dec 11:35,China CBA,Jilin v Beijing Royal Fighters
548,Basketball,24-Dec 11:35,China CBA,Shenzhen Leopards v Sichuan Blue Whales
549,Basketball,24-Dec 11:40,East Asian Super League,Fubon Braves v SK Knights
550,Basketball,24-Dec 12:00,China CBA,Xinjiang Flying Tigers v Qingdao Eagles
551,Basketball,24-Dec 13:30,Turkey KBSL Women,Emlak Konut Women v Fenerbahce Women
552,Basketball,24-Dec 14:00,Turkey KBSL Women,Kayseri Kaskispor Women v Canakkale Belediyespor Kulubu Women
553,Basketball,24-Dec 16:00,Qatar Basketball League,Al Ahli v Al Wakrah
554,Basketball,24-Dec 16:00,Turkey KBSL Women,Besiktas JK Women v Botas Sports Women
555,Basketball,24-Dec 16:35,Israel Ligat Haal,Bnei Herzliya v Hapoel Holon
556,Basketball,24-Dec 18:00,Qatar Basketball League,Qatar Sports v Al Shamal
557,Basketball,24-Dec 18:55,Israel Ligat Haal,Hapoel Jerusalem v Elitzur Netanya
558,Basketball,25-Dec 05:00,South Korea KBL,Daegu Kogas Pegasus v Suwon KT Sonicboom
559,Basketball,25-Dec 05:00,South Korea KBL,Mobis Phoebus v Goyang Skygunners
560,Basketball,25-Dec 05:00,South Korea KBL,Mobis Phoebus v Goyang Skygunners
561,Basketball,25-Dec 07:05,Australia NBL,Sydney Kings v Illawarra Hawks
562,Basketball,25-Dec 07:30,South Korea KBL,Anyang KGC v Wonju Dongbu Promy
563,Basketball,25-Dec 11:35,China CBA,Shanghai Sharks v Jiangsu Dragons
564,Basketball,25-Dec 11:35,China CBA,Zhejiang Lions v Liaoning Flying Leopards
565,Basketball,25-Dec 15:00,Qatar Basketball League,Al Sadd v Al Gharafa
566,Basketball,25-Dec 17:00,Poland PBL,Slask Wroclaw v Anwil Wloclawek
567,Basketball,25-Dec 17:00,Qatar Basketball League,Al-Rayyan v Al Arabi
568,Basketball,25-Dec 17:05,US NBA,Cleveland Cavaliers @ New York Knicks
569,Basketball,25-Dec 19:35,US NBA,San Antonio Spurs @ Oklahoma City Thunder
570,Basketball,25-Dec 22:05,US NBA,Dallas Mavericks @ Golden State Warriors
571,Basketball,26-Dec 01:05,US NBA,Houston Rockets @ Los Angeles Lakers
